pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,effective_temperature,radius
TOI-561 e,TOI-561,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,77.03,0.25,-0.24,0.0,0.328,0.003,-0.003,0.0,2.55,0.12,-0.13,0.0,0.227,0.011,-0.012,0.0,12.6,1.4,-1.4,0.0,0.03964,0.0044,-0.0044,0.0,Mass,0.079,0.058,-0.05,0.0,4.96,0.28,-0.28,0.0,415.0,6.0,-6.0,0.0,0,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,3850421005290172416,148.18513643854166,6.216094576286586,11.834201180671217,-108.5035949396026,-61.27945336836188,10.018079,5565.3374,0.8374
TOI-564 b,TOI-564,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.651144,1.8e-05,-1.8e-05,0.0,0.02734,0.00061,-0.00053,0.0,11.433,7.958,-3.251,0.0,1.02,0.71,-0.29,0.0,464.98529,31.783,-30.51168,0.0,1.463,0.1,-0.096,0.0,Mass,0.072,0.083,-0.05,0.0,1423.0,73.0,-81.0,0.0,1714.0,20.0,-21.0,0.0,0,,5640.0,34.0,-37.0,0.0,1.09,0.01,-0.01,0.0,1.0,0.07,-0.06,0.0,0.143,0.076,-0.078,0.0,[Fe/H],4.36,0.03,-0.03,0.0,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,199.581,1.27,-1.253,11.097,0.014,-0.014,9.604,0.022,-0.022,11.1424,0.000599,-0.000599,5710154317045164416,130.29515313751065,-16.03632892020325,5.030189792816205,-2.660562022207401,-10.919532047103557,11.148268,5571.3105,1.0986
TOI-5678 b,TOI-5678,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,47.73022,0.00014,-0.00013,0.0,0.249,0.005,-0.005,0.0,4.91,0.08,-0.08,0.0,0.438,0.007,-0.007,0.0,20.0,4.0,-4.0,0.0,0.06293,0.01259,-0.01259,0.0,Mass,0.14,0.07,-0.07,0.0,3.84,,,0.0,513.0,8.0,-7.0,0.0,0,G7 V,5485.0,63.0,-63.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.04,-0.04,0.0,0.0,0.01,-0.01,0.0,[Fe/H],4.34,0.11,-0.11,0.0,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,165.393,0.703,-0.698,11.438,0.012,-0.012,9.563,0.019,-0.019,11.1483,0.000401,-0.000401,5048310370810634624,47.384186284634985,-34.19849319526354,6.098723354073503,-5.509063817369761,-89.11685706979955,11.148476,5494.9414,0.9343
TOI-5704 b,TOI-5704,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.771116,1.15e-05,-1.07e-05,0.0,,,,,3.227,0.187,-0.14,0.0,0.288,0.017,-0.012,0.0,10.5,,,0.0,0.033,,,0.0,M-R relationship,,,,,125.06,,,0.0,949.0,,,0.0,0,,4590.0,126.0,-126.0,0.0,0.76,0.06,-0.06,0.0,0.73,0.08,-0.08,0.0,0.428,0.1,-0.1,0.0,[Fe/H],4.54,0.1,-0.1,0.0,11h19m17.97s,169.8248694,+44d59m20.68s,44.9890782,89.637,0.2702,-0.2687,11.529,0.046,-0.046,9.021,0.018,-0.018,11.2746,0.001116,-0.001116,784983789642216320,169.8248787601224,44.98907613216423,11.164179600213345,47.47370733734019,-15.547611072786037,11.286687,4675.604,0.7152
TOI-5803 b,TOI-5803,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,5.38305,0.000207,-0.0002,0.0,,,,,3.273,0.125,-0.119,0.0,0.292,0.011,-0.011,0.0,10.7,,,0.0,0.0338,,,0.0,M-R relationship,,,,,73.72,,,0.0,679.0,,,0.0,0,,5134.0,121.0,-121.0,0.0,0.76,0.04,-0.05,0.0,0.87,0.12,-0.08,0.0,,,,,,4.61,0.08,-0.08,0.0,21h48m59.70s,327.2487497,+06d16m41.44s,6.2781777,84.0126,0.4514,-0.4468,10.655,0.011,-0.011,8.684,0.021,-0.021,10.4782,0.000683,-0.000683,2700166125618717696,327.24875583538375,6.278172476380321,11.94186988076159,43.61461870203775,-37.55528180684664,10.481561,5196.428,0.7561
TOI-615 b,TOI-615,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,4.6615983,2.5e-06,-1.6e-06,0.0,0.0678,0.0031,-0.0026,0.0,18.977,0.583,-0.639,0.0,1.693,0.052,-0.057,0.0,138.25536,27.33324,-26.06193,0.0,0.435,0.086,-0.082,0.0,Mass,0.39,,,1.0,1286.0,96.0,-154.0,0.0,1666.0,24.0,-24.0,0.0,0,F2 V,6850.0,100.0,-100.0,0.0,1.73,0.06,-0.06,0.0,1.45,0.09,-0.09,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.2,0.2,-0.2,0.0,08h53m38.09s,133.4086892,-40d32m37.32s,-40.543701,360.408,3.993,-3.909,10.825,0.008,-0.008,9.669,0.021,-0.021,10.5775,0.000301,-0.000301,5524780333100885888,133.40868600157512,-40.5436974184596,2.823261520980794,-17.285102263694085,25.69532182426184,10.579415,6749.451,1.713
TOI-622 b,TOI-622,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,6.402513,3.1e-05,-5.4e-05,0.0,0.0708,0.0052,-0.0059,0.0,9.236,0.314,-0.325,0.0,0.824,0.028,-0.029,0.0,96.30201,21.93016,-22.88365,0.0,0.303,0.069,-0.072,0.0,Mass,0.42,,,1.0,602.0,103.0,-118.0,0.0,1388.0,22.0,-22.0,0.0,0,F6 V,6400.0,100.0,-100.0,0.0,1.42,0.05,-0.05,0.0,1.31,0.08,-0.08,0.0,0.09,0.07,-0.07,0.0,[Fe/H],4.2,0.2,-0.2,0.0,08h21m13.21s,125.3050544,-46d29m03.47s,-46.4842959,123.297,0.471,-0.467,8.995,0.002,-0.002,7.858,0.023,-0.023,8.89103,0.00028,-0.00028,5516690878153930240,125.30505351883554,-46.48429825035381,8.150931349421576,-4.618119030713004,-17.40707849425248,8.898054,6346.4976,1.4345
TOI-628 b,TOI-628,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.4095675,7e-06,-6.9e-06,0.0,0.0486,0.0008,-0.00094,0.0,11.882,0.46,-0.381,0.0,1.06,0.041,-0.034,0.0,2011.8639,92.1707,-98.5273,0.0,6.33,0.29,-0.31,0.0,Mass,0.072,0.021,-0.023,0.0,1052.9,,,0.0,1586.0,52.0,-40.0,0.0,0,,6250.0,220.0,-190.0,0.0,1.34,0.05,-0.04,0.0,1.31,0.07,-0.07,0.0,0.258,0.078,-0.08,0.0,[Fe/H],4.3,0.03,-0.04,0.0,06h37m03.13s,99.2630608,+01d46m03.18s,1.7675497,178.68,3.04,-2.942,10.112,0.006,-0.006,8.811,0.019,-0.019,10.0579,0.000494,-0.000494,3126717023056016256,99.26306049774983,1.7675495482256676,5.385490064570069,-1.731163078851092,-1.0371101418756348,10.060936,5878.6655,1.4676
TOI-640 b,TOI-640,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,5.0037775,4.8e-06,-4.8e-06,0.0,0.06608,0.00098,-0.0011,0.0,19.851,0.673,-0.628,0.0,1.771,0.06,-0.056,0.0,279.6904,50.8528,-50.8528,0.0,0.88,0.16,-0.16,0.0,Mass,0.05,0.054,-0.035,0.0,1150.12,,,0.0,1749.0,26.0,-30.0,0.0,0,,6460.0,130.0,-150.0,0.0,2.08,0.06,-0.06,0.0,1.54,0.07,-0.08,0.0,0.072,0.085,-0.076,0.0,[Fe/H],3.99,0.03,-0.04,0.0,06h38m56.30s,99.7345935,-36d38m46.07s,-36.64613,341.997,2.839,-2.794,10.51,0.006,-0.006,9.243,0.023,-0.023,10.4006,0.000289,-0.000289,5580554052549277056,99.73459286234014,-36.64612922585265,2.9493260095016427,-3.813981232341997,5.03520513897912,10.403227,6137.0757,2.142
TOI-669 b,TOI-669,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.945152,1.8e-05,-1.8e-05,0.0,0.048,0.001,-0.001,0.0,2.586,0.13,-0.11,0.0,0.231,0.012,-0.01,0.0,10.0,1.4,-1.4,0.0,0.03146,0.0044,-0.0044,0.0,Mass,0.0,,,0.0,388.2,47.1,-47.1,0.0,1125.0,19.0,-19.0,0.0,0,,5597.0,72.0,-72.0,0.0,0.99,0.02,-0.02,0.0,0.92,0.03,-0.03,0.0,0.001,0.059,-0.06,0.0,[Fe/H],4.41,0.02,-0.02,0.0,10h35m36.17s,158.9007013,-05d10m52.94s,-5.1813735,142.867,0.855,-0.846,10.606,0.009,-0.009,9.134,0.019,-0.019,10.6364,0.000378,-0.000378,3777506754255516800,158.9007027099071,-5.181363479409829,7.017988852414516,9.723301900868844,72.18914193941961,10.638457,5818.302,0.958
TOI-677 b,TOI-677,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,11.2366,0.00011,-0.00011,0.0,0.1038,0.0017,-0.0017,0.0,13.115,0.336,-0.336,0.0,1.17,0.03,-0.03,0.0,392.83788,21.93027,-21.29461,0.0,1.236,0.069,-0.067,0.0,Mass,0.435,0.024,-0.024,0.0,37.63,,,0.0,1252.0,21.0,-21.0,0.0,0,F8,6295.0,77.0,-77.0,0.0,1.28,0.03,-0.03,0.0,1.18,0.06,-0.06,0.0,0.0,0.05,-0.05,0.0,[Fe/H],4.29,0.03,-0.03,0.0,09h36m28.65s,144.1193594,-50d27m47.14s,-50.4630933,141.812,0.622,-0.617,9.822,0.004,-0.004,8.429,0.023,-0.023,9.66082,0.000212,-0.000212,5313031504751276032,144.11935391632383,-50.46308736704744,7.049451496145757,-24.80749080585324,42.56169415039284,9.66592,6018.2925,1.3384
TOI-712 b,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,9.531361,1.8e-05,-1.7e-05,0.0,0.07928,0.00096,-0.00091,0.0,2.049,0.012,-0.08,0.0,0.183,0.001,-0.007,0.0,4.85,,,0.0,0.0153,,,0.0,M-R relationship,0.54,0.26,-0.2,0.0,22.6,4.1,-5.4,0.0,650.0,6.0,-6.0,0.0,0,K4.5 V,4622.0,61.0,-59.0,0.0,0.67,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,-0.02,0.12,-0.043,0.0,[Fe/H],4.65,0.02,-0.02,0.0,06h11m44.67s,92.9361063,-65d49m33.02s,-65.8258386,58.6212,0.0797,-0.0795,10.838,0.021,-0.021,8.313,0.023,-0.023,10.5785,0.000579,-0.000579,5284358990266469760,92.93610536374057,-65.82583426841087,17.042953323723175,-2.816214233638256,30.974330803724264,10.579951,4526.034,0.6992
TOI-712 c,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,51.69906,0.00017,-0.00017,0.0,0.2447,0.003,-0.0028,0.0,2.701,0.092,-0.082,0.0,0.241,0.008,-0.007,0.0,7.76,,,0.0,0.0244,,,0.0,M-R relationship,0.089,0.083,-0.056,0.0,3.08,0.12,-0.12,0.0,370.0,3.0,-3.0,0.0,0,K4.5 V,4622.0,61.0,-59.0,0.0,0.67,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,-0.02,0.12,-0.043,0.0,[Fe/H],4.65,0.02,-0.02,0.0,06h11m44.67s,92.9361063,-65d49m33.02s,-65.8258386,58.6212,0.0797,-0.0795,10.838,0.021,-0.021,8.313,0.023,-0.023,10.5785,0.000579,-0.000579,5284358990266469760,92.93610536374057,-65.82583426841087,17.042953323723175,-2.816214233638256,30.974330803724264,10.579951,4526.034,0.6992
TOI-712 d,TOI-712,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,84.8396,0.00043,-0.0004,0.0,0.3405,0.0041,-0.0039,0.0,2.474,0.09,-0.082,0.0,0.221,0.008,-0.007,0.0,6.68,,,0.0,0.021,,,0.0,M-R relationship,0.073,0.064,-0.049,0.0,1.6,0.06,-0.06,0.0,314.0,3.0,-3.0,0.0,0,K4.5 V,4622.0,61.0,-59.0,0.0,0.67,0.02,-0.02,0.0,0.73,0.03,-0.03,0.0,-0.02,0.12,-0.043,0.0,[Fe/H],4.65,0.02,-0.02,0.0,06h11m44.67s,92.9361063,-65d49m33.02s,-65.8258386,58.6212,0.0797,-0.0795,10.838,0.021,-0.021,8.313,0.023,-0.023,10.5785,0.000579,-0.000579,5284358990266469760,92.93610536374057,-65.82583426841087,17.042953323723175,-2.816214233638256,30.974330803724264,10.579951,4526.034,0.6992
TOI-733 b,TOI-733,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,4.884765,1.9e-05,-2.4e-05,0.0,0.0618,0.0036,-0.0039,0.0,1.992,0.085,-0.09,0.0,0.178,0.008,-0.008,0.0,5.72,0.7,-0.68,0.0,0.018,0.0022,-0.00214,0.0,Mass,0.046,0.056,-0.033,0.0,207.1,29.9,-23.5,0.0,1056.0,36.0,-31.0,0.0,0,G,5585.0,60.0,-60.0,0.0,0.95,0.01,-0.01,0.0,0.96,0.05,-0.03,0.0,-0.04,0.05,-0.05,0.0,[Fe/H],4.47,0.05,-0.05,0.0,10h37m38.24s,159.4093183,-40d53m17.73s,-40.888259,75.2092,0.1764,-0.1756,9.44,0.003,-0.003,7.845,0.024,-0.024,9.28881,0.000118,-0.000118,5392409372314518656,159.40932335925658,-40.8882562645165,13.28470216949922,27.527827960301,19.523800594815643,9.296585,5624.889,0.9532
TOI-757 b,TOI-757,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,17.46819,2e-05,-2e-05,0.0,0.122,0.002,-0.002,0.0,2.5,0.1,-0.1,0.0,0.223,0.009,-0.009,0.0,10.5,2.2,-2.1,0.0,0.03304,0.00692,-0.00661,0.0,Mass,0.39,0.08,-0.07,0.0,24.36,,,0.0,641.0,10.0,-10.0,0.0,0,K0 V,5278.0,63.0,-63.0,0.0,0.78,0.03,-0.03,0.0,0.8,0.05,-0.05,0.0,-0.27,0.04,-0.04,0.0,[Fe/H],4.5,0.1,-0.1,0.0,12h31m58.76s,187.9948428,-35d33m16.03s,-35.5544523,60.3418,0.2017,-0.2003,9.743,0.004,-0.004,7.874,0.021,-0.021,9.55369,0.000308,-0.000308,6157753406084087168,187.99485091868863,-35.55443740869339,16.581647765018808,47.92887979170387,107.2871199264637,9.561536,5400.815,0.7721
TOI-763 b,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,5.6057,0.0013,-0.0013,0.0,0.06,0.0006,-0.0006,0.0,2.28,0.11,-0.11,0.0,0.203,0.01,-0.01,0.0,9.79,0.78,-0.78,0.0,0.0308,0.00245,-0.00245,0.0,Mass,0.04,0.04,-0.03,0.0,182.93,,,0.0,1038.0,16.0,-16.0,0.0,0,G,5450.0,60.0,-60.0,0.0,0.9,0.01,-0.01,0.0,0.92,0.03,-0.03,0.0,0.01,0.05,-0.05,0.0,[Fe/H],4.45,0.05,-0.05,0.0,12h57m52.34s,194.468098,-39d45m29.02s,-39.7580613,95.1274,0.4536,-0.4495,10.265,0.023,-0.023,8.49,0.021,-0.021,9.99915,0.000237,-0.000237,6140553127216043648,194.46808406672807,-39.75807308419007,10.465483862662277,-76.74373410246343,-84.7209156679941,10.004274,5541.941,0.9213
TOI-763 c,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,12.2737,0.0053,-0.0077,0.0,0.1011,0.001,-0.001,0.0,2.63,0.12,-0.12,0.0,0.235,0.011,-0.011,0.0,9.32,1.02,-1.02,0.0,0.02932,0.00321,-0.00321,0.0,Mass,0.04,0.04,-0.03,0.0,64.32,,,0.0,800.0,12.0,-12.0,0.0,0,G,5450.0,60.0,-60.0,0.0,0.9,0.01,-0.01,0.0,0.92,0.03,-0.03,0.0,0.01,0.05,-0.05,0.0,[Fe/H],4.45,0.05,-0.05,0.0,12h57m52.34s,194.468098,-39d45m29.02s,-39.7580613,95.1274,0.4536,-0.4495,10.265,0.023,-0.023,8.49,0.021,-0.021,9.99915,0.000237,-0.000237,6140553127216043648,194.46808406672807,-39.75807308419007,10.465483862662277,-76.74373410246343,-84.7209156679941,10.004274,5541.941,0.9213
TOI-778 b,TOI-778,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,4.633611,1e-06,-1e-06,0.0,0.06,0.003,-0.003,0.0,15.4,0.5,-0.5,0.0,1.37,0.04,-0.04,0.0,878.0,77.0,-72.0,0.0,2.8,0.2,-0.2,0.0,Mass,0.21,0.04,-0.04,0.0,734.67,,,0.0,1561.0,33.0,-32.0,0.0,0,F3 V,6643.0,150.0,-150.0,0.0,1.71,0.05,-0.05,0.0,1.4,0.05,-0.05,0.0,0.0,0.1,-0.1,0.0,[M/H],4.05,0.17,-0.17,0.0,13h17m20.12s,199.3338503,-15d16m25.34s,-15.2737046,161.743,1.123,-1.108,9.109,0.003,-0.003,8.055,0.033,-0.033,8.99436,0.000672,-0.000672,3607877948613218304,199.3338416094217,-15.273708161250838,6.151255492097718,-60.53416645815949,-25.918312610521145,9.000797,6649.0503,1.7332
TOI-784 b,HD 307842,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,2.7970365,3.1e-06,-3e-06,0.0,0.038,0.001,-0.001,0.0,1.93,0.11,-0.09,0.0,0.172,0.01,-0.008,0.0,9.67,0.83,-0.82,0.0,0.03043,0.00261,-0.00258,0.0,Mass,0.0,,,0.0,413.89,,,0.0,1256.0,,,0.0,0,G,5558.0,100.0,-100.0,0.0,0.91,0.02,-0.02,0.0,0.91,0.1,-0.1,0.0,-0.13,0.08,-0.08,0.0,[Fe/H],4.48,0.1,-0.1,0.0,10h37m21.89s,159.3412205,-63d39m20.49s,-63.6556923,64.5997,0.1104,-0.11,9.412,0.003,-0.003,7.64,0.023,-0.023,9.23501,0.0002,-0.0002,5251941573573934080,159.34122156027223,-63.65571378217452,15.483320962368689,3.4128844052422598,-154.78787993108466,9.24236,5624.3457,0.8833
TOI-813 b,TOI-813,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,83.8911,0.0027,-0.0031,0.0,0.423,0.031,-0.037,0.0,6.71,0.38,-0.38,0.0,0.599,0.034,-0.034,0.0,36.4,,,0.0,0.114,,,0.0,M-R relationship,0.0,,,0.0,23.1,4.6,-3.1,0.0,610.0,28.0,-21.0,0.0,0,,5823.7,76.0,-76.0,0.0,2.04,0.11,-0.09,0.0,1.32,0.06,-0.06,0.0,0.1,0.1,-0.1,0.0,[Fe/H],3.84,0.09,-0.06,0.0,04h50m46.56s,72.6940102,-60d54m19.66s,-60.9054608,263.145,1.578,-1.56,10.358,0.006,-0.006,9.029,0.019,-0.019,10.2352,0.000417,-0.000417,4665704096987467776,72.69400927828151,-60.905461181194255,3.8030924483265856,-3.604657426127152,-2.6994838206539,10.23758,6070.6284,1.8589
TOI-815 b,TOI-815,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,11.197259,1.8e-05,-1.7e-05,0.0,0.0903,0.0018,-0.0019,0.0,2.94,0.05,-0.05,0.0,0.262,0.004,-0.004,0.0,7.6,1.5,-1.4,0.0,0.02391,0.00472,-0.0044,0.0,Mass,0.2,,,1.0,36.9,2.9,-2.9,0.0,686.0,13.0,-14.0,0.0,0,K3 V,4869.0,77.0,-77.0,0.0,0.77,0.01,-0.01,0.0,0.78,0.04,-0.04,0.0,-0.09,0.05,-0.05,0.0,[Fe/H],4.51,0.04,-0.04,0.0,10h23m29.27s,155.8719377,-43d50m05.73s,-43.8349248,59.7117,0.1295,-0.1291,10.217,0.005,-0.005,7.999,0.029,-0.029,9.93978,0.000394,-0.000394,5415648821879172096,155.87193939794113,-43.8349237219416,16.824494386658024,8.897930457946163,7.248139852873495,9.944692,4857.2495,0.7818
TOI-815 c,TOI-815,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,34.976145,9.9e-05,-9.7e-05,0.0,0.193,0.004,-0.004,0.0,2.62,0.1,-0.09,0.0,0.234,0.009,-0.008,0.0,23.5,2.4,-2.4,0.0,0.07394,0.00755,-0.00755,0.0,Mass,0.22,,,1.0,8.03,0.64,-0.64,0.0,469.0,9.0,-9.0,0.0,0,K3 V,4869.0,77.0,-77.0,0.0,0.77,0.01,-0.01,0.0,0.78,0.04,-0.04,0.0,-0.09,0.05,-0.05,0.0,[Fe/H],4.51,0.04,-0.04,0.0,10h23m29.27s,155.8719377,-43d50m05.73s,-43.8349248,59.7117,0.1295,-0.1291,10.217,0.005,-0.005,7.999,0.029,-0.029,9.93978,0.000394,-0.000394,5415648821879172096,155.87193939794113,-43.8349237219416,16.824494386658024,8.897930457946163,7.248139852873495,9.944692,4857.2495,0.7818
TOI-824 b,TOI-824,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,1.392978,1.8e-05,-1.7e-05,0.0,0.02177,0.00032,-0.00032,0.0,2.926,0.202,-0.191,0.0,0.261,0.018,-0.017,0.0,18.467,1.843,-1.875,0.0,0.0581,0.0058,-0.0059,0.0,Mass,,,,,412.0,51.0,-46.0,0.0,1253.0,38.0,-37.0,0.0,0,K4 V,4600.0,110.0,-100.0,0.0,0.7,0.03,-0.03,0.0,0.71,0.03,-0.03,0.0,-0.092,0.076,-0.077,0.0,[Fe/H],4.61,0.03,-0.03,0.0,14h48m39.71s,222.1654705,-57d35m19.92s,-57.5888666,63.9262,0.1435,-0.1428,11.314,0.015,-0.015,8.432,0.038,-0.038,10.7616,0.000374,-0.000374,5880886001621564928,222.1654569689835,-57.5888877999496,15.652877358583474,-51.77027854762312,-152.4140201103581,10.761123,4506.4727,0.7255
TOI-836 b,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.81673,1e-05,-1e-05,0.0,0.0422,0.00093,-0.00093,0.0,1.704,0.067,-0.067,0.0,0.152,0.006,-0.006,0.0,4.53,0.92,-0.86,0.0,0.01425,0.00289,-0.00271,0.0,Mass,0.053,0.042,-0.042,0.0,78.84,0.02,-0.02,0.0,871.0,36.0,-36.0,0.0,0,K V,4552.0,154.0,-154.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.05,-0.04,0.0,-0.284,0.067,-0.067,0.0,[Fe/H],4.74,0.11,-0.11,0.0,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,0.0294,-0.0293,9.92,0.03,-0.03,6.804,0.018,-0.018,9.40475,0.000443,-0.000443,6230733559097425152,225.07985270942572,-24.454206065152903,36.3525467083987,-199.48263377244825,-27.99725237647197,9.407139,4248.376,0.6801
TOI-836 c,TOI-836,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,8.59545,1e-05,-1e-05,0.0,0.075,0.0016,-0.0016,0.0,2.587,0.088,-0.088,0.0,0.231,0.008,-0.008,0.0,9.6,2.7,-2.5,0.0,0.0302,0.0085,-0.00787,0.0,Mass,0.078,0.056,-0.056,0.0,26.71,0.0,0.0,0.0,665.0,27.0,-27.0,0.0,1,K V,4552.0,154.0,-154.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.05,-0.04,0.0,-0.284,0.067,-0.067,0.0,[Fe/H],4.74,0.11,-0.11,0.0,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,0.0294,-0.0293,9.92,0.03,-0.03,6.804,0.018,-0.018,9.40475,0.000443,-0.000443,6230733559097425152,225.07985270942572,-24.454206065152903,36.3525467083987,-199.48263377244825,-27.99725237647197,9.407139,4248.376,0.6801
TOI-837 b,TOI-837,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.3249113,3.6e-06,-3.6e-06,0.0,0.0888,0.0026,-0.0029,0.0,9.169,0.381,-0.269,0.0,0.818,0.034,-0.024,0.0,120.45697,18.43405,-19.38753,0.0,0.379,0.058,-0.061,0.0,Mass,0.0,,,0.0,164.0,14.0,-12.0,0.0,995.0,20.0,-19.0,0.0,0,F9/G0,5995.0,79.0,-79.0,0.0,1.05,0.01,-0.01,0.0,1.14,0.01,-0.01,0.0,0.01,0.04,-0.04,0.0,[Fe/H],4.45,0.0,-0.01,0.0,10h28m08.95s,157.0372806,-64d30m18.76s,-64.5052107,142.488,0.461,-0.458,10.635,0.007,-0.007,8.933,0.026,-0.026,10.356,0.000667,-0.000667,5251470948229949568,157.03727470138094,-64.50520903903384,7.010763839670603,-17.911976720055936,11.490184827065072,10.359779,5767.977,1.0443
TOI-858 B b,TOI-858 B,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,3.2797178,1.4e-06,-1.4e-06,0.0,0.04435,0.001,-0.00098,0.0,14.067,0.437,-0.437,0.0,1.255,0.039,-0.039,0.0,349.61125,25.42627,-22.24799,0.0,1.1,0.08,-0.07,0.0,Mass,0.15,,,1.0,908.9,55.8,-52.9,0.0,1529.0,23.0,-22.0,0.0,0,G0,5842.0,84.0,-79.0,0.0,1.31,0.04,-0.04,0.0,1.08,0.08,-0.07,0.0,0.153,0.091,-0.091,0.0,[Fe/H],4.24,0.04,-0.04,0.0,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177,250.489,1.518,-1.5,11.183,0.069,-0.069,9.722,0.023,-0.023,11.0695,0.000388,-0.000388,4683737294569921664,60.199828379637815,-54.59291922089641,3.9726682775812527,11.0360137746261,-11.003826399296964,11.068643,5742.105,1.3179
TOI-871 b,TOI-871,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,14.362565,9e-05,-9e-05,0.0,0.1054,0.0021,-0.0021,0.0,1.664,0.114,-0.113,0.0,0.148,0.01,-0.01,0.0,3.41,,,0.0,0.0107,,,0.0,M-R relationship,,,,,24.78,1.22,-1.22,0.0,621.0,16.0,-16.0,0.0,0,,4929.0,80.0,-75.0,0.0,0.72,0.03,-0.03,0.0,0.76,0.05,-0.04,0.0,-0.07,0.23,-0.24,0.0,[Fe/H],4.6,0.03,-0.03,0.0,04h58m57.03s,74.7376264,-50d37m38.70s,-50.6274153,68.0473,0.1038,-0.1035,10.569,0.01,-0.01,8.38,0.036,-0.036,10.3452,0.000468,-0.000468,4783664690873269888,74.73760911992723,-50.62743214428896,14.73412356963217,-79.21409507682782,-121.69019888005492,10.349036,4918.331,0.7379
